,user_nickname,content,region,city,signature,count_en,count_dg,count_sp,count_zh,count_pu,ads_status,phone_status,kind_words,num_words,name_status,name_phone
7489,ccue,我们有6000多家雇主长期保持合作关系，毕业找工作的小伙伴还不赶快联络我们！,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
7491,中国转运全球国际快递刘🏠文,"从中国寄货物到国外🎉🎉大量接收 欧美 食品双清包税
📦1⃣️派送到门
📦2⃣️免费代收淘宝货品，免费仓储，更人性化服务
📦3⃣️多件货品免费合并打包，更省钱。
📦4⃣️客服一对一服务，全程物流跟踪，信息提示，让您更省心。
📦5⃣ 国内出发，全球可到达✈，👏👏👏需要加微信:ljw499999    电话 15179488386",广东,深圳,代收，代购，各种物品，国内物品发出可全程跟踪包裹 3-5天签收,0,2,1,24,4,0,1,2,2,0,1
7494,A国际商务廉价机票,"经常国外出差，每天飞来飞去，如果您想要一个私人订机票助理，请联系我，我们掌握一手票价资源，总比市场低一点，全球226个国家，2000多个目的地城市的特价机票信息，让每个人在这里都能买到便宜的商务舱头等舱机票，我们只售国际机票，因为专注，所以专业！！ ​如果可以帮助您可以联系我
微信：17512548983
手机：17600147194",,,国际商务机票酒店预订,0,0,0,10,0,0,1,0,0,0,1
7498,🍁枫叶车队接送☎6478306228,您们好！枫叶车队提供🍁机场接送，旅游包车，小型搬家🍁等等专业服务，有需要用车请提前联系，带烟《免费》接、送机场，谢谢！📞️647-830-6228。,,,0,0,0,0,0,0,1,1,0,0,0,0
7501,Katie,1,,,0,0,0,0,0,0,1,1,0,0,1,1
7503,颖儿😘,"留学生专业essay，report，assignment……
online 代考quiz
网课全托  保高分AB 全权负责
代写留学文书 个人陈述等
 24h内加急单全都没问题   
代写专业有：金融，经济，会计，管理，统计，MKT，HRM，教育学，计算机等
专业办理国外学历学位认证[玫瑰]毕业证！+[玫瑰]成绩单！（和原学校颁发的一模一样）[玫瑰]
微信：krsltg 扫一扫直接加我
欢迎大家咨询 备注",,,"代办毕业证，成绩单,回国证明，学历认证，作业、论文代写",0,0,0,22,5,1,1,0,0,1,1
7506,🔰🤨R.c🌈🍃," 🌿🌿🌿睿达园艺🌿🌿🌿
‼️‼️承接树木修剪，清理树木‼️‼️                                                     春季草坪护理：
- 春季清理
- 草地打洞
- 加营养泥
- 播草种

每年4-5月是对草地护理最重要的时机，是你美丽的花园最好的开始！

· 夏季定期草坪修剪

· 秋季树叶清理

· 冬季铲雪

一站式服务，满足所有季节的需求，免费估价，为你提供最优质的服务.

价格实惠
欢迎电话咨询详情

Ryan：6476218838
微信：240852200

服务范围：
Newmarket – Aurora – Markham – Richmond Hill – Stouffville – Keswick  – King City

承接：专业剪草
-   草地施肥
-   打草洞
-   草地重铺
-   春、秋季花园清理
-   种植花木
-   冬季铲雪",Toronto,,"<span class=""emoji emoji1f621""></span>目标<span class=""emoji emoji1f621""></span>",48,8,4,2,16,0,1,4,10,1,1
7513,丽丽,  日赚300-1000美金口子，简单！适合各类人群，诚招代理，还有90%手续费返佣，想赚钱的朋友加我 ,,,0,0,0,0,0,0,1,1,0,0,1,1
7514,换群，换质量群！！！,,,,0,0,0,0,0,0,1,1,0,0,1,1
7515,ASHLEY家具🇺🇸性价比最高,加拿大最大的水晶灯供应商的大批清仓货源被我们VIVA灯饰吃掉，新品不断投入市场，欢迎选购[微笑][微笑][微笑],,,花同样的钱，让你家漂亮升级,0,0,0,12,1,1,1,0,0,1,1
7520,默,"6折接：uber eats 外卖🍕🍟🍺
4折接：uber 美国地区 🚗
5折接：uber 英法意 澳加 

7折代购：国外网上购物！📱 👗 💄 👠 👜 ⌚️ 💻 只要7折！！！！

【国外各种缴费】
学费，罚单，话费，网费
垃圾费，房租，贷款，保险，任何有账单的费用…………水族馆 CN Tower 动物园 博物馆 美术馆 等等其他门票

6折……6折……。 ",,,0,0,0,0,0,0,1,1,0,0,1,1
7523,老王,豪放的“舞步女王”！,,,0,0,0,0,0,0,1,1,0,0,1,1
7539,🇨🇳WZ🇨🇦🇫🇷,需要重新刷油漆,Ontario,Toronto,愿有很多人爱你 如果没有 希望你在慈悲中学会坚强,0,0,2,22,0,1,1,0,0,1,1
7555,泽阳投资李天瑞,【解局】贪 官 玩 弄 情 妇场面曝光！震撼14亿国人,,,pe，新三板老股转让,2,0,0,7,1,1,1,1,1,0,1
7557,✨刘多加Linda✨,@幺妹厨房在线接单ing 我凉面是俩份,辽宁,沈阳,0,0,0,0,0,0,1,1,0,0,1,1
7560,飞雪,42岁钟汉良的妻子近照曝光，美成这样，难怪至今不愿公开她,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
7568,🇨🇦Ten海参批发零售,1,Ontario,Toronto,海参 批发 零售 416-7104337,0,10,3,6,1,0,0,2,2,0,1
7578,刘承俊,惊天阴谋， 正在摧毁中华民族的根基！ 无数国人正沉迷其中， 而背后真相，令人胆战心惊！,,,人生最终的价值在于觉醒和思考的能力，而不只在于生存,0,0,0,24,1,1,1,0,0,1,1
7589,有点甜@,"❇专业办理国外学历学位认证[玫瑰]毕业证！+[玫瑰]成绩单！（和原学校颁发的一模一样）[玫瑰]留学生回国证明！（落户，购买免税车，申请创业基金）[玫瑰]教育部学历学位认证！（就国企，考公务员，落户等）[玫瑰]雅思！+托福！+学生卡！+驾照！💪工艺：⭕水印⭕烫金⭕烫银⭕激光防伪⭕钢印⭕感温光标！
💘★实体公司，欢迎来公司面谈！💞★网上存档永久可查！💘★不成功不收费！ 微信：gushi0000007",,,她想我不想,0,0,0,5,0,1,1,0,0,1,1
7607,Free哥林瑜光6473559889免费保温棉,免费安装阁楼保温棉(仅付税，2000尺房子补贴后仅付130元税）我们公司是政府资质认定商，暖气补贴1850以上，空调十年零件免费。政府补贴目前有延续，让家更舒适！节能15%  6473559889 ！,Ontario,Markham,"刚延期green on保温棉全补贴,省15%账单,更安静,何时又截止？快！",7,2,1,21,6,1,1,3,3,1,0
7608,🎈幸福,加拿大白求恩大夫的临终绝笔近期公布，看完泪流满面,北京,,understanding is very important.,28,0,3,0,1,1,1,4,4,1,1
7611,International logistics-Carr,"邮寄，快递食品，化妆品，电子产品，各类微商产品，名牌仿牌鞋子包包等，发货后5天送到你手上
新旧家具，食品与器材，建筑材料，各类家居办公用品等，各类酒店旅馆用品配套设施等，音响电器LED灯等11年老货代公司，提供海运门到门服务，需要的请联系咨询。 ",广东,广州,0,0,0,0,0,0,1,1,0,0,1,1
7619,丫丫,需要加拿大缅甸菲律宾法国新加坡柬埔寨意大利群加我,辽宁,阜新,爱看动漫，漫画，小说的人加我！,0,0,0,12,3,1,1,0,0,1,1
7621,"福利哥,免费加厚一倍阁楼保温棉",免费安装阁楼保温棉(仅付税，2000尺房子补贴后仅付130元税）我们公司是政府资质认定商，暖气补贴1850以上，空调十年零件免费。政府补贴目前有延续，让家更舒适！节能15%  6473559889 ！,Ontario,Markham,"刚延期green on保温棉全补贴,省15%账单,更安静,何时又截止？快！",7,2,1,21,6,1,1,3,3,1,1
7626,东拼西凑国际转运nancy,提供中国邮寄到全球的国际快递（淘宝转运）（食品、大牌、化妆品、液体、机械设备、家具都可以邮寄），需要的可以加我备用，微信dpxc017[愉快],,,工作时间:周一至周五9点-6点（国内时间）周末休息请留言，谢谢~,0,2,0,24,6,1,1,2,2,1,1
7639,SKY株式会社💠信息不回直接语音,1,Tokyo,,"<span class=""emoji emoji260e""></span>08040561991手机新规转社，不动产，签证业务，免费宽带送半年",24,14,2,20,11,0,0,5,6,1,1
7641,陈晨,Clover On YONGE（595 YONGE St）保留单位发布 多大 地铁 名店新盘,,,love,4,0,0,0,0,1,1,1,1,1,1
7642,Neng,找个近期有偿带物,Ontario,Windsor,Just Ahri ♡,8,0,2,0,1,1,1,2,2,1,1
7644,多倫多楼花一網打盡6477058964,"我们的西人美女演讲老师曾是CBC news的演讲家，从事演讲行业十年多，从小孩、成人到各种大型公司、机构，做过的演讲培训无数场，为sick kids作过筹款演讲，是sick kids募捐团队的领头人。她是渥太华大学政治学、教育学和商科专业毕业，并获社会学荣誉学士。精通演讲培训、社交礼仪培训，是安省持牌教师。在学校的open school 见面会上，得到了所有家长的高度评价。

在现有周三晚中级班和周四高级班的基础上，应广大学生家长要求：
A. 下周四（5月3日）新增演讲中级班，针对4--6年级学生，时间为每周四6:45—8:45pm, $450/八周，（会员价:$345)。另外周四4:30-6:30的高级班尚有余位。
B. 拟开演讲初级班，针对1--3年级学生，时间每周三5:00-6:30pm，$335/八周（会员价$255)。
C. 成人班即将开班, $595/八周（会员价$475），时间灵活可协调。地点：650 hwy7 east Richmond Hill 电话：‭+1 (647) 518-6633‬",,,人脉，創業快速通道,0,0,0,8,1,0,1,0,0,0,0
7652,AAAAAA国际特价机票问旅行社,"🌀🌀专营国际航线 （丽途新天地国际旅行社）

      特价公务舱🔆头等舱@经济舱机票 

🍥查询航班  出发地--目的地    出发时间---返程时间
🍥预订机票   免费预留  乘机人名字和性别
🍥机票改期退票升舱  售后服务
🍥价格低于平台30％-70％ 
🍥出好票官网验证后付全款  电子客票不受地域限制，凭护照原件登机
🍥联系电话=微信：18701225516小林  （专业从事12年）",,,0,0,0,0,0,0,1,1,0,0,0,1
7669,A000🌺🍀玲玲,"1.野外保温毯7.99
2.手工制作贺卡12.99
3.遥控无人机26.99
4.下水道疏通工具9.99
5.遥控摩托玩具车29.99
6.iphone6s/6plus手机盒12.99
7.WIFI监控摄像头42.99
8.订书机17.77
9.泡澡浴盐球12.59
10.宠物喂食器9.99
11.50英里TV天线电视接收器21.99
12.超声波驱虫/驱蚊/驱鼠器21.98
13.化妆刷清洁干燥机29.99
14.iphoneX手机充电背夹26.99
15.儿童游戏机18.98
16.清洁球10.99
17.usb充电风扇13.99
18.厕纸架19.99
19.照明台灯20.99
20.男士T恤23.99
21.相框8*10/11.99
22.相框8.5*11/12.99
23.相框4*6/19.9
24.相框4*6/17.99
25.方便携带舞蹈灯12.99
26.男士手表15.9
27.土壤酸度计表11.99
28.泥炭盒，花盆盒9.99
评1免1，评2免3评后返有需要尽快联系我（US）",Alaska,Anchorage,0,0,0,0,0,0,1,1,0,0,1,1
7674,Qew,最近很猖狂 前几天我的手机被世界各地的中国大使馆打来 [捂脸],,,欲速则不达，宁静可致远,0,0,0,10,1,1,1,0,0,1,1
7675,骏松,读者福利：超美味肉干免费送！三种100%纯自然肉质任选！,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
7679,若隐若现,"
  [微信红包]恭喜发财，大吉大利！           
 极💞 品💞 小💞 说 
 📦无病毒 无外链📦
 [咖啡]请放心阅读[咖啡]
贴心萌宝荒唐爹
http://y2.zwygwl.com/Home/Referrals?referralId=2168
最强狂兵
http://y2.zwygwl.com/Home/Referrals?referralId=2169
极品偷窥
http://y2.zwygwl.com/Home/Referrals?referralId=2170
绝色小姨
http://y2.zwygwl.com/Home/Referrals?referralId=2171
我的神秘老公
http://y2.zwygwl.com/Home/Referrals?referralId=2172
最强狂人
http://y2.zwygwl.com/Home/Referrals?referralId=2173",Sham Shui Po,,爱过不后悔！,0,0,0,5,1,1,1,0,0,1,1
7680,杉杉,"@all 🔥🔥let's diet光疗美肤帽，终于来啦，各位明星纷纷在用，夏天遮阳利器， 成人限量款/$25，成人普通款/$25，儿童款 /$25，每款都是三色可选，看清楚主要功能不一样哦，限量版的帽檐比普通版更大哦，周五截单，截单后一周左右可取货
五大信息供参考：
🌺极致遮阳防晒，自主研发高科技布料，拥有UPF50+的遮阳防晒效果，并且滤出了有益的可见光（黄色美白，粉色去皱，蓝色控油）
🌺专利环保材料，先进的专利光学布，能有效阻挡99%紫外线，留下有益光；
🌺光疗美肤美白，女神帽特有材质，能将最后1%紫外线转化为特定波长光能，并传递至人体皮肤表面，真正的“越晒越白”；
🌺外形时尚美观，大面积帽檐，完美遮肤；调节式帽缘，可记忆式调节发箍，舒适感极佳；
🌺明星同款单品，和心爱的女神/男神一起牵手旅行，放飞希望，追逐！

1、Kaisy 成人限量款蓝1
2、Sarah 成人限量款黄1
3、小米 成人限量款黄1
4、杉杉 成人限量款黄 1
5、",Toronto,,随缘,0,0,0,2,0,1,1,0,0,1,1
7681,WilliamWong,比如公务员里的猜数字，3，9，18，36，X如何用干网络找规律，然后算出X?,,,0,0,0,0,0,0,1,1,0,0,1,1
7682,bonbon,广东🎉微信发钱了,广东,深圳, our hearts and our bodies are given to us only once.,41,0,11,0,1,1,1,10,11,1,1
7683,phila,温村玩乐播报｜好吃斑点虾免费漫画书、惬意骑行爬山挑战、还有高贵林港的5月庆祝活动.....,British Columbia,Vancouver,0,0,0,0,0,0,1,1,0,0,1,1
7693,海询👉外汇✈,"1：高价兑换全球外币，香港汇丰，恒生，交通，平安等各大银行外汇。 
2: 第一笔在对方公司同台操作是给予双方一个信任，我方人民币先行，收到人民币后在将外汇转入我公司账户！
3: 本公司以最高汇率兑换，不管是什么银行我们都比银行牌价高。会给大家一个满意的汇率。希望长期合作:微信📞15068661683",Kowloon City,,海青龙！结汇，电汇，诚信合作，诚信你我！,0,0,0,15,5,1,1,0,0,1,1
7694,EmilyChan,5% 订金就可以买个新楼花啦！DuEast Condo精品公馆-多伦多市中心价格最低的楼花-著名开发商DANIELS-铂金经纪WENDY 4168181466,福建,福州,天天开心,0,0,0,4,0,1,1,0,0,1,1
7696,半弦风筝,有酒生源吗,Dubayy,,回炉重造,0,0,0,4,0,1,1,0,0,1,1
7699,🥇众发👊阿轩～招代理,1,CF,,2018众发目标，直推500人，代理300人，带领200名伙伴周入过万,0,13,0,19,3,0,1,4,4,0,1
7704,礼茶得,是哪家公司啊,,,患过难·见真情·简单而真诚的友谊,0,0,0,14,2,1,1,0,0,1,1
7710,世卿㊗️💯✔️,考G牌 求个教练,,,性格是懒 爱好是吃 兴趣是玩,0,0,2,12,0,1,1,0,0,1,1
7720,꧁꫞꯭我꯭也꯭是꯭醉꯭了꯭꫞꧂,买群的加我10块钱7个群，挑群十块钱五个群，人数都在350人数以上，国内群，澳大利亚，英国，德国，法国，意大利群美国群，加拿大群，留学生群都有,上海,静安,与人做事，诚信为本！,0,0,0,8,2,1,1,0,0,1,1
7723,FinancialmarketteacherLin.,全新外汇套利系统,,,0,0,0,0,0,0,1,1,0,0,1,1
7724,完备IT团队，专业交易体系,,,,0,0,0,0,0,0,1,1,0,0,0,1
7725,当天可套3000-5000美金,,,,0,0,0,0,0,0,1,1,0,0,1,1
7726,盈利出金到账后再结费用,,,,0,0,0,0,0,0,1,1,0,0,1,1
7727,申请个人代理，更享90%高额佣金,浙江,台州,,0,0,0,0,0,0,1,1,0,0,0,1
7730,灿哥多伦多接送搬家ikea代买安装！,"2018年流行这样款式的裙衣, 端庄大气显优雅, 适合35+女性穿",Ontario,Toronto,"机场接送！中小型搬家！ikea代买安装！行李寄存！家庭旅馆<span class=""emoji emoji1f3e0""></span>",29,3,2,21,12,0,1,5,6,0,1
7733,Lei.G,你现在才考g,Ontario,Toronto,过度渴望 招致完全绝望,0,0,1,10,0,1,1,0,0,1,1
7745,张^_^悦,有兴趣日赚300-1000美金的朋友加我，一部手机即可，每天操作30分钟，操作非常简单。稳定！有趣，收益高。,福建,厦门,0,0,0,0,0,0,1,1,0,0,1,1
7752,哈啦啦,"求5月6号多伦多回温莎的carpool,谢谢",山东,青岛,我思故我在。,0,0,0,5,1,1,1,0,0,1,1
7754,ᴸᵁᴷᴱ,哇好想玩,,,0,0,0,0,0,0,1,1,0,0,1,1
7755,VictoriaQ,狼真来了！大温一半独立屋低于估价成交 温西重灾区,,,慢下脚步，让岁月留白,0,0,0,9,1,1,1,0,0,1,1
7756,Scarlett,大胆 | 敢摸公主屁屁！ 一个色男搞垮一年诺贝尔文学奖…,British Columbia,Vancouver,lahoo.ca &amp; 高度周刊,10,0,2,4,3,1,1,3,3,1,1
7760,涵涵,"[红包]12-16VX老号
[红包]国内半年直登
[红包]包扫机器号 
[红包]辅助注册微信四件套
[红包]预加解封微信号
[红包]违规拉进群号
✅菠菜棋牌一手资源出售 各种外挂软件全部有[握手]
亲[亲亲]  你需要我这里都有哦[勾引]",广东,深圳,"每一份相信都用<span class=""emoji emoji2764""></span>去成交",23,4,2,10,8,0,1,4,5,1,1
7773,a微客小八、代购推广微信不收款,1,Northern Territory,Palmerston,"微客部落 · 专业推广跨境产品平台
备用微信：18328566297",0,11,3,18,2,0,0,1,1,0,1
7775,billwu,"欢迎到网站www.vancolour.com多彩温哥华，免费发布任何的广告和帖子。无注册、无审核，即发即显示。还可查询各类资讯，如家庭旅馆馆，房屋出租，求职招聘，货物买卖，法律经融等等，应有尽有。

近几十年来，加拿大各级政府，无论是左派政府还是右派政府，都乏善可陈，倒是届届都干了不少坏事。当政者，无论是总理，省长还是市长都恋栈恋权，一定要作到烂得不行，选票大幅落后才黯然下台，让国家和人民都倍受煎熬与创伤。竞选时，人民只能从烂苹果中选烂苹果，都是勉强含泪投票，这是投票率低的主要原因。政客们吃定了选民，因此产生出种种糟塌社会、不合常理的乱象怪象。要深化民主、纠正乱象，必须进行如下改革。
1，总理、省长和市长的任期最多两届。当选两次者就不能再选了，不要总是作到死，作到最烂才灰溜溜地走人。
2，联邦、省和市级议员也最多担任两届。已任两届者不能再竞选同样的议员职位了，不能总是那几张老脸孔转着圈地坐庄。
3，在政府部门工作的时间累计不能超过8年。届满8年者永远不能在政府部门工作了。大家都在市场经济的海洋中求生活，他们凭什么端一辈子的铁饭碗？政府部门的服务态度越来越差，官僚主义日趋严重，就是因为他们有铁饭碗。
总之，一切公权力的职位都要有任期制。只有这样，年轻人才有参与政治的热情，才有一个新人辈出、朝气蓬勃的政治局面。
",British Columbia,Vancouver,0,0,0,0,0,0,1,1,0,0,1,1
7777,金圣灵儿,60,浙江,杭州,我愿入世救红尘...,0,0,0,7,3,1,1,0,0,1,1
7785,中国加拿大海运空运包清关包派送,"[拥抱]私人自用，或商家，公司贸易进口，找我国际海运，空运包清关门到门。
11年货运老公司，帮你从国内转运吃的，穿的，用的过去（例如：新旧家具电器👉各类自建房商品房，办公室，酒店，餐厅，网吧，酒吧配套设备用品等等），无论你想运什么，欢迎联系咨询了解确认。",British Columbia,Vancouver,责任，诚信。,0,0,0,4,2,1,1,0,0,0,1
7788,A香港进口快速清关,"香港进口清关大量收小家电?保健品?化妆品?面膜?电子烟?驱蚊水?桃子水?贝德玛?洗发水?沐浴露?化妆棉?小家电等原箱快件?电商清关?安全快捷V信?电话13728225921,何生",广东,东莞,用最短的时间，走最安全的路线，帮助客户赚更多的钱是我们的宗旨,0,0,0,28,2,1,1,0,0,1,1
7790,深海,坐擁城市便利、盡享綠色宜居！多倫多鉑金 Keeley Condo 本周六 日销售活动，好地段、名校區！肉眼可見的精彩！,,,你不跟着时间跑就会跟丢,0,0,0,11,0,1,1,0,0,1,1
7814,Alan-国际快递,"出货找我，你轻松！
国际速递🚀全球派送到门
承运:留学文件毕业证书护照身份证衣服鞋子包包👜电子电器📺化妆品💄食品药品💊……
免费打包??拍照📷集运派送到门一条龙！
高时效高通关率;北美2-4天到门签收！
欧美国家隆重推出双清包税渠道。
快递咨询请加微信:ZW55528
",广东,广州,所有敏感货，只负责出口。,0,0,0,10,2,1,1,0,0,0,1
7828,AAA朵儿,"一比一复刻版手表：浪琴、天梭。欧米茄、卡地亚、卡西欧、FM、江诗丹顿、百达翡丽、劳力士、伯爵、万国、雷达、香奈儿、沛纳海、古驰、等等等各款 精仿一比一名牌手表  瑞士机芯，原装机芯，完全支持专柜验证机芯，(诚信经营，质量保证， 信誉第一) 诚招全国代理加盟 精仿一比一名牌手表 专接各种款式包金 18K 24K 克数自己定  微信号 L3333V   电话18588845697                                              你有你的上家，我有我的优势；
你想到了手表的名贵，却没看到我的物美价廉；
你从不了解我们的质量，我却可以扭转你的局势；
我嘲笑你四处寻觅货源，你可以轻视我们的年轻，                   我会证明 这是我的时代  专接各种款式包金 18K 24K 克数自己定",,, 世界各种名表、包包、皮带、眼镜、批发零售，一件代发。,0,0,1,20,6,0,1,0,0,1,1
7836,温哥华西雅图机场接送旅游包车服务,"持中国护照，旅游签证长期在国外的朋友们！您现在若还持着中国驾照的，需要办理国际驾照认证吗？～～现在办理很划算
国际和你现持的中国驾照有效期是一样的
拿上它和中国驾照就能自驾全球200国
美国、加拿大、澳新、欧洲等，需要的请私聊我！谢谢！",Vancouver,,温哥华、西雅图机场接送旅游包车，移民通关保枫叶卡604-7294386,0,10,0,22,3,0,0,2,2,0,1
7841,小德德,，,重庆,万州,行动和改变是最好的语言,0,0,0,11,0,1,1,0,0,1,1
7844,mozierlan,需要付费推广或加群的朋友请加我私聊，三千多个国内外50国群,,,0,0,0,0,0,0,1,1,0,0,1,1
7849,Maurice,打扰一下本公司专业为留学生办理： 1、学校原版毕业证成绩单（1:1制作，烫金、烫银、钢印、防伪光标等工艺无缝对接） 2、真实使馆认证（回国落户、购买免税车无忧，创业享受国家优惠政策等）（永久存档，真实可查。国企、银行、公务员等事业单位不再是问题）? 3、中国留学生服务网认证（永久存档，真实可查）? 4、现在可以办理工作签证不成功不收费，您的忧愁不再是忧愁。 ★实体公司，欢迎来公司面谈！  诚招学生代理：  联系微信/QQ：509769267,美国,,专业为留学生办理业务:真实可查★教育部认证★使馆认证,0,0,0,23,3,0,1,0,0,1,1
7861,连文秀,一看就是酷爱技术和代码，周末还要敲代码,山西,晋中,0,0,0,0,0,0,1,1,0,0,1,1
7870,michael海珠,钢琴曲 - 夜半小夜曲,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
7875,【讲座名称】,,,,0,0,0,0,0,0,1,1,0,0,1,1
7876,CFA一级、二级冲刺讲座,,,,0,0,0,0,0,0,1,1,0,0,1,1
7877,【讲座时间】,,,,0,0,0,0,0,0,1,1,0,0,1,1
7878,美东时间：5月6日（周日）8:00am,,,,0,0,0,0,0,0,1,1,0,0,1,1
7879,北京时间：5月6日（周日）8:00pm,,,,0,0,0,0,0,0,1,1,0,0,1,1
7880,讲座地址：DreambigCareer APP,,,,0,0,0,0,0,0,1,1,0,0,0,1
7881,邀请码：4722,,,,0,0,0,0,0,0,1,1,0,0,1,1
7882,福利：讲座结束群内发放,,,,0,0,0,0,0,0,1,1,0,0,1,1
7883,【导师简介】,,,,0,0,0,0,0,0,1,1,0,0,1,1
7884,-利用两年时间连过CFA三级考试,,,,0,0,0,0,0,0,1,1,0,0,1,1
7885,-求职期间凭借CFA撬动咨询、券商、VC等多张名企offer,,,,0,0,0,0,0,0,1,1,0,0,0,1
7886,-现任MBB资深咨询顾问，及MBB资深面试官,,,,0,0,0,0,0,0,1,1,0,0,0,1
7887,【讲座内容】,,,,0,0,0,0,0,0,1,1,0,0,1,1
7888,1、如何做好冲刺阶段时间规划,,,,0,0,0,0,0,0,1,1,0,0,1,1
7889,2、笔记如何高效使用,,,,0,0,0,0,0,0,1,1,0,0,1,1
7890,3、刷题秘籍：notes课后题、mock、sample,,,,0,0,0,0,0,0,1,1,0,0,1,1
7891,4、冲刺复习误区解读,,,,0,0,0,0,0,0,1,1,0,0,1,1
7892,5、CFA与咨询、金融券商那些事,,,,0,0,0,0,0,0,1,1,0,0,0,1
7893,6、开挂答疑环节,,,,0,0,0,0,0,0,1,1,0,0,1,1
7894,讲座还有1天开始，请大家提前下载APP（DreambigCareer）做好听课准备。,,,,0,0,0,0,0,0,1,1,0,0,1,1
7895,有问题在群内@班主任max,,,班主任好友已满，请添加微信小编：dreambigcareer52,0,0,0,0,0,0,1,1,0,0,1,1
7904,曙光少女,无法正常毕业的留学生看过来👉推荐一个靠谱的专业办理国外学历学位认证  别让一纸Diploma成为对你的最终审判，改变从这里开始，业务范围，毕业证，成绩单，教育部学历学位认证！雅思+托福+学生卡，回国人员证明，留信认证，网上存档，永久可查     敬请保留联系方式以便日后备用！QQ微信：1220410560另【诚招代理留学生优先】诚信海外互推，换群！,Victoria,Melbourne,当你发现时间是贼了，它早已偷光你的选择！,0,0,0,18,2,1,1,0,0,1,1
7911,知识无价！绝对超值!就在此刻 ！！,,,有意向看机会的朋友请加微信：datajob,0,0,0,0,0,0,1,1,0,0,1,1
7918,尐儍苽-,"6折接：uber eats 外卖🍕🍟🍺
4折接：uber 美国地区 🚗
5折接：uber 英法意 澳加 

7折代购：国外网上购物！📱 👗 💄 👠 👜 ⌚️ 💻 只要7折！！！！
7折接：酒店🏨机票✈️预订
【国外各种缴费】
学费，罚单，话费，网费
垃圾费，房租，贷款，保险，任何有账单的费用…………水族馆 CN Tower 动物园 博物馆 美术馆 等等其他门票

6折……6折……。 老铁们能省💵就省💵省下是自己的。     过程不重要…………重要的是结果省钱💵                              亲爱的华人朋友们👬欢迎微信咨询",New York,New York,0,0,0,0,0,0,1,1,0,0,1,1
7924,Anta-国际快递,"【DHL国际快递；中国转运全球，空运，海运】✈?零食??衣服💄包包，面膜，液体，粉末，名牌，仿名牌，电池、电子产品等均可邮寄，多种渠道可选，有需要可以加微信咨询哦！[愉快]     
                                          
时效3至5天签收  敏感货FedEx包清关
电话:15219974802
  微信:DHL2425
",广东,广州,中国至美国加拿大等欧美国家物流快递。,0,0,0,17,1,0,1,0,0,0,1
7941,🇯🇵全球直营👙专业外模🔟,"1️⃣🇯🇵日本诚招出张女孩，  肯吃苦，多个地点可供选择，月薪150万、200万日元保证，努力者更多，有无经验均可。 

2️⃣🇨🇳深圳、广州、合肥、昆明等外围酒店快餐 ，一单到1000-3000人民币上不封顶，每天至少5-7单，高薪日结，只做熟客，安全稳定。

3️⃣ 🇨🇦加拿大👛多伦多高端华人场in call内勤，多年老店，全部熟客，安全稳定，女孩到手300$400$500$/60分，包夜到手1000加币，一天平均5-12个客人，平均月收入2-4万加币，免费提供住宿、接机，一切生活援助，协助担保办理十年多次往返签证。

4️⃣🇺🇸美国👙《夏威夷➕外州》house店大量诚聘女孩，不限年龄，不需要会英语，到手价格80-110💵，每天至少10-20单，全部熟客，安全稳定，免费提供住宿、接机，在美一切生活援助，协助担保办理赴美签证。

5️⃣ 诚邀掌握各国美女资源的经济公司、经纪人合作（不限国籍）

详细咨询➕WeChat（fw161214）

🎀长期换群、互推（不限地区、国籍、领域）",,,备用微信（HC180319),2,6,0,4,2,1,1,1,1,0,1
7942,A0DHL_中外运国际快递,大家好！我专做DHL国际快递的，如果您需要从中国寄东西到国外可以联系我！我们专门运输食品、药品、干货、液体、粉末以及化妆品、美容护肤品、复制品等等!![我们还提供代收淘宝哦，如果你在淘宝或者中国其他网站买的物品，直接填我们公司地址，货寄到我们公司，我们帮你代签收，货到齐了，我们帮你打包发到国外。[官方指定合作商，安全快捷！！需要的朋友可以加好友咨询!13640600332微信号88556,广东,广州,0,0,0,0,0,0,1,1,0,0,0,1
7945,Lina,"缺钱或者想赚钱的找我
Lack of money? Want to make more money? Contact me right now.
外汇技术套利，每天可套取300--5000美金.
Forex technology arbitrage which will help you to squeeze 300--5000USD a day. 
当天操作，当天出钱。
Receiving your money in the same day when you operate.
每天限量带20人操作
Only 20 persons can get the permission to operate.
另诚招代理和实力中介。
Competitive agencies and brokers are sincerely recruited。",Australian Capital Territory,Canberra,0,0,0,0,0,0,1,1,0,0,1,1
7947,领悟,有需要川湘粤菜火锅，小吃面点厨师的，请联系我[微笑],,,一个成功不是偶然的，而是脚踏实地积累的,0,0,0,18,1,1,1,0,0,1,1
7952,香水味太浓,都起的好早,Ontario,Toronto,都是千年的狐狸 别和我玩聊斋！！！,0,0,1,13,3,1,1,0,0,1,1
7958,Jim--吃瓜群众,房东网 - 特惠团购 - 屋顶工程 (预约定金，评估不成功退定金）,Ontario,Toronto,贷款热线：416-200-9813,0,10,0,4,3,0,0,3,3,1,1
